0.1	-1.2218963895238342
0.2	-1.238442815784597
0.30000000000000004	-1.251453617640961
0.4	-1.2659377580403284
0.5	-1.2827660233831268
0.6	-1.302151897017602
0.7000000000000001	-1.3240303657613688
0.8	-1.3478863266175396
0.9	-1.374073291563981
1.	-1.4017472744158868
1.1	-1.4310023266577676
1.2000000000000002	-1.4616514480498985
1.3000000000000003	-1.493515233324136
1.4000000000000001	-1.5265453069491337
1.5000000000000002	-1.560090940492489
1.6	-1.594146226830629
1.7000000000000002	-1.6291162058186803
1.8000000000000003	-1.6646928636184295
1.9000000000000001	-1.7005595642706843
2.	-1.7369778823529085
2.1	-1.773183147244533
2.2	-1.8098947056635308
2.3000000000000003	-1.8468922356950157
2.4000000000000004	-1.8840223861002032
2.5000000000000004	-1.92102436796369
2.6	-1.9584786353909835
2.7	-1.9947594336201007
2.8000000000000003	-2.0338271550174176
2.9000000000000004	-2.0710142947519863
3.0000000000000004	-2.107419600333913
3.1	-2.1457975500179702
3.2	-2.1839854000235666
3.3000000000000003	-2.2217547695588125
3.4000000000000004	-2.258033965004039
3.5000000000000004	-2.296075745585969
3.6	-2.333164994674858
3.7	-2.3713377314019497
3.8000000000000003	-2.409119365484162
3.9000000000000004	-2.446185242206691
4.	-2.4824652831951117
4.1	-2.520274466887756
4.2	-2.557942759025178
4.3	-2.5955097097516413
4.3999999999999995	-2.6328849799645972
4.5	-2.6707152762645445
4.6	-2.708366198638238
4.7	-2.74649766888156
4.8	-2.782461080984657
4.9	-2.8194768494458375
5.	-2.8572520509198918
5.1	-2.8945311051412896
5.2	-2.932425669710505
5.3	-2.9696365234141107
5.4	-3.0071526443726553
5.5	-3.0435331770684515
5.6	-3.0816659555640764
5.7	-3.1193584251490005
5.8	-3.1563116317623785
5.9	-3.195432616759313
6.	-3.233216178780222
6.1	-3.2688448700518182
6.2	-3.3054974979116167
6.3	-3.3433775566899087
6.4	-3.3818213012809792
6.5	-3.4173274036317074
6.6	-3.4561001175814354
6.7	-3.492736359845171
6.8	-3.530637229275086
6.9	-3.567230778792636
7.	-3.6046617740272544
7.1	-3.643172090920892
7.2	-3.6795213354153122
7.3	-3.7174605710689894
7.4	-3.7545855377699584
7.5	-3.7924282147204083
7.6	-3.829458693684924
7.7	-3.8670391384874665
7.8	-3.9042682684645205
7.9	-3.941793262899792
8.	-3.9798277421600066
8.1	-4.018856010195988
8.2	-4.05498090350895
8.3	-4.09014976571909
8.4	-4.129357407583633
8.5	-4.1663203402383076
8.6	-4.205230932720518
8.7	-4.242966072788374
8.8	-4.279653762339041
8.9	-4.316899998588032
9.	-4.353764415510659
9.1	-4.392402496679539
9.2	-4.430319655215478
9.3	-4.468640481995555
9.4	-4.504994570271098
9.5	-4.5415920169923645
9.6	-4.581197329777583
9.700000000000001	-4.619196178223217
9.8	-4.656371952163307
9.9	-4.692762512794973
10.	-4.729256224920663
10.1	-4.769341191467533
10.200000000000001	-4.805822545848266
10.3	-4.842890647373727
10.4	-4.881278090386374
10.5	-4.919258443334729
10.6	-4.9574702887359035
10.700000000000001	-4.9935303793834525
10.8	-5.033378680291964
10.9	-5.070161304271094
11.	-5.107773477009539
11.1	-5.146953711869672
11.200000000000001	-5.183052116110095
11.3	-5.221893381849899
11.4	-5.258103570745515
11.5	-5.29735511901958
11.6	-5.335705857346604
11.700000000000001	-5.372521532193366
11.8	-5.409855054674146
11.9	-5.448572622813741
12.	-5.48462069074453
12.1	-5.524262742511463
12.200000000000001	-5.561411762554253
12.3	-5.598862017024
12.4	-5.637006166049622
12.5	-5.673046865788436
12.6	-5.713207947746558
12.700000000000001	-5.751007445030399
12.8	-5.788939448272923
12.9	-5.8268428747135985
13.	-5.864035256851035
13.1	-5.902738125087469
13.200000000000001	-5.9399851529345025
13.3	-5.97853825595318
13.4	-6.017040424298861
13.5	-6.053340085332022
13.6	-6.090700054492465
13.700000000000001	-6.1285282365721665
13.8	-6.168485772850427
13.9	-6.206498620192055
14.	-6.243255070360807
14.1	-6.280583913740747
14.200000000000001	-6.317899533031482
14.3	-6.357326224205569
14.4	-6.396273945283256
14.5	-6.434163979808063
14.6	-6.470516351970269
14.700000000000001	-6.508340856455639
14.8	-6.546237233533046
14.9	-6.5856523376667715
15.	-6.6240440851188485
15.1	-6.661943397567377
15.200000000000001	-6.699401967031548
15.3	-6.73539072857737
15.4	-6.774970509946964
15.5	-6.812572983341842
15.6	-6.851534138749285
15.700000000000001	-6.8890288223879494
15.8	-6.926257670958987
15.9	-6.964518169044176
16.	-7.002492695046046
